session,visitor,dt,custno,category,event1,event2
3483995,305417,2016-10-23 20:55:31,2900,3,,8
1024376,1950,2016-09-18 13:50:39,56452,3,,4
752958,203999,2016-12-23 06:39:41,58572,3,1.0,1
1436943,278568,2016-12-03 15:22:13,10642,2,,1
360709,281829,2017-11-18 05:40:13,14460,3,,3
1547836,306905,2016-12-05 20:20:34,3361,3,,4
3695048,81049,2016-01-30 19:49:16,44482,3,,4
2692360,319,2017-04-03 09:02:54,33929,3,11.0,7
1468431,210707,2016-02-12 04:12:26,52562,3,,7
2106177,76361,2016-06-11 21:46:50,8379,2,,2
2531040,154084,2016-08-18 18:24:21,336,3,,7
2030141,102908,2017-01-15 14:55:29,69983,3,,4
2635916,381939,2017-12-10 10:48:00,33129,2,,9
668042,189931,2017-02-19 18:49:05,49354,3,,8
2302149,461478,2017-01-01 16:13:08,34927,3,,7
893083,141133,2016-10-16 11:30:49,59149,1,,3
3258073,359758,2016-10-25 06:04:52,12774,3,,3
539287,228539,2016-05-18 19:53:07,56453,3,,7
2704504,179465,2016-06-01 13:21:28,68360,3,,4
1399310,76167,2016-01-16 23:05:27,46446,2,9.0,1
1098293,456065,2016-11-20 10:12:08,24687,2,,2
2249404,176896,2016-01-14 05:35:50,70953,2,1.0,2
791737,153512,2017-01-14 16:57:41,34152,3,,7
1512053,306605,2016-09-13 14:10:03,47058,3,,6
2199739,385811,2017-12-13 08:29:18,45257,3,6.0,4
2301907,261578,2016-06-05 09:19:56,18725,3,4.0,7
238347,1804,2017-05-14 07:43:07,28221,3,2.0,7
3534990,371,2016-03-03 10:29:24,22886,3,,7
1926105,280653,2016-05-01 17:10:37,1453,3,,8
1332010,173522,2016-04-06 07:47:54,25946,3,,9
3035729,28845,2017-05-02 15:36:48,26252,2,2.0,7
3710276,281385,2016-05-05 14:48:46,23146,3,,8
1058467,154644,2016-02-23 21:30:40,69608,3,,7
595630,101732,2016-11-17 07:01:16,45161,3,,6
2906516,430180,2016-02-19 15:31:02,67165,3,,3
2768366,167100,2017-01-01 20:50:46,58131,1,,10
2123565,414,2016-10-24 08:18:43,61443,3,1.0,1
3385781,107576,2017-11-14 06:27:15,11328,3,,4
2714277,379865,2017-09-25 07:49:45,11151,3,,3
389035,348832,2017-01-29 14:25:12,45089,3,,8
3491460,277944,2016-04-13 11:01:35,49413,3,,3
1356231,419066,2016-02-05 13:56:09,3556,1,,9
2411646,78322,2016-07-25 10:08:27,65439,3,,7
2534350,340074,2016-03-27 06:15:02,49106,3,,7
3571603,382100,2016-10-22 19:28:01,69664,2,1.0,7
1807860,390382,2017-11-22 05:10:51,68663,2,,3
509671,305957,2016-11-14 17:09:33,41197,3,,8
2989204,78961,2016-01-12 12:55:11,42271,3,,8
1965774,333698,2017-07-13 08:56:35,13131,2,1.0,1
2557940,37540,2016-09-06 19:28:41,6009,3,,7
2840398,281869,2016-09-14 06:09:02,42035,3,2.0,7
946578,12504,2016-03-29 16:15:57,44858,3,2.0,7
3060873,310227,2017-11-21 17:21:04,34007,2,,6
1277594,259887,2017-07-24 04:40:27,24191,2,1.0,7
2417155,204989,2017-11-20 17:48:49,67196,3,1.0,7
1992016,408437,2017-01-31 13:08:37,46966,3,,6
250554,205436,2017-08-31 13:52:21,67193,3,,7
2985984,76659,2016-08-19 09:22:09,44233,2,8.0,7
2336768,329500,2017-05-02 07:00:20,25184,3,,3
1583540,483288,2017-12-26 16:10:34,877,3,,8
983022,210984,2017-11-26 20:01:16,14068,3,,8
3515986,406605,2016-11-01 05:19:53,56015,3,,4
1310178,26934,2017-09-08 10:54:41,10311,3,,8
1540907,329132,2017-03-19 11:43:00,62595,3,,1
2302323,68160,2017-01-19 07:37:32,62896,3,,7
542987,258572,2016-01-09 19:07:13,205,3,,7
1657876,455209,2016-07-30 14:10:56,65618,2,,1
3505591,342645,2017-09-08 10:24:13,70789,3,,4
1745024,222243,2016-02-15 17:55:40,2336,3,,7
1256238,430874,2016-08-20 15:31:31,17251,3,,5
690490,50928,2017-02-23 06:39:54,30075,2,,1
2301601,1808,2016-01-05 20:02:58,70028,3,,4
1205373,279642,2017-06-15 09:04:20,62643,2,1.0,7
1250383,308187,2017-12-13 08:07:50,55419,2,,7
867950,154865,2016-06-01 17:15:58,60620,3,,7
1102363,407546,2017-09-01 18:14:39,46588,3,,1
1496639,78156,2017-04-17 20:54:23,53513,3,,1
3356749,127363,2016-09-29 04:48:39,1367,3,,7
1714168,228680,2016-12-24 13:38:17,56,3,,4
224243,482595,2016-07-11 15:06:26,37721,3,,3
1781872,127971,2017-07-19 08:59:26,9722,3,,7
2156622,220330,2016-12-12 09:43:45,47410,3,,7
1189976,482477,2017-01-21 06:32:10,54349,3,,3
2203542,489622,2017-08-12 16:03:56,29789,3,,3
2700562,491739,2017-05-19 15:29:37,24775,3,,7
83001,354222,2016-09-10 18:53:49,20248,3,,7
1389649,406759,2016-12-07 15:04:12,8896,3,6.0,1
1474412,214536,2017-04-30 15:37:35,38118,3,8.0,3
3311564,407134,2016-10-09 21:27:14,26192,3,,7
265888,233323,2017-12-03 16:03:03,50165,3,,3
2008761,30688,2016-10-20 10:29:23,3470,3,,8
1116003,254802,2016-02-14 07:55:15,46926,3,1.0,1
1579781,103837,2016-12-22 16:27:33,1580,2,,8
3011932,306514,2017-09-18 06:33:05,46991,3,,3
1930177,406527,2016-11-18 21:32:36,50151,3,,3
263322,253780,2017-12-28 08:19:29,26812,3,,3
1620058,229817,2017-08-09 14:35:01,46539,2,,7
706295,191374,2017-03-05 06:49:49,45279,1,,7
1482255,14537,2016-01-20 06:46:01,61424,1,,5
327137,132659,2017-02-13 15:50:08,44309,3,,6
3256580,438838,2017-08-31 08:10:17,37174,3,,7
292196,405722,2016-07-06 17:49:04,68322,2,,9
2432934,329257,2016-12-27 19:23:18,70502,3,,8
1533506,459987,2016-10-10 10:47:54,46479,2,,6
115584,379676,2016-11-01 18:12:12,62045,3,,7
627729,102651,2016-08-25 12:46:15,51639,3,,3
1452333,14385,2016-04-19 08:35:04,14031,3,,9
1836678,404614,2017-03-05 22:29:47,50196,2,,2
1889166,35130,2017-02-12 17:21:23,50476,3,1.0,7
879273,4440,2016-05-20 09:31:02,71373,2,6.0,7
1163937,52223,2017-09-07 07:17:19,63204,3,,7
3609959,430745,2016-05-19 08:03:41,19355,3,11.0,7
2191565,228088,2016-07-24 18:22:32,61743,3,1.0,7
635751,179645,2016-10-12 13:10:55,38966,3,2.0,7
1032387,397909,2016-06-29 16:09:33,11000,3,,7
3307360,472835,2016-11-27 20:22:31,2664,3,,9
250309,67929,2017-11-07 10:26:05,51405,3,,3
2871168,133066,2016-08-10 15:37:31,71093,3,,7
1468779,52541,2016-12-04 18:22:02,19105,3,,8
3206253,270558,2016-11-30 17:04:06,13677,3,,4
653841,255410,2016-02-10 18:45:15,49082,2,,7
1712538,312086,2017-11-05 06:35:50,59152,3,,4
3072309,202193,2017-03-24 14:25:01,45419,2,1.0,7
624062,180131,2017-08-02 21:17:03,61463,3,,3
2894796,92800,2016-10-16 15:35:03,29654,3,,7
2080477,383000,2017-11-22 14:29:28,1616,2,,7
16430,356171,2017-06-26 21:18:48,32979,2,,4
235608,148915,2017-09-30 16:21:49,63372,3,,3
398671,172462,2017-03-15 12:11:59,33075,3,,7
1037696,327395,2016-01-22 07:27:33,34797,3,,7
3479910,17038,2016-12-07 07:50:43,68867,3,,3
21669,457216,2016-12-06 08:02:59,47530,3,,5
251065,360451,2017-08-06 07:49:51,7354,3,,7
1858775,455632,2017-03-23 17:28:49,69080,2,,7
1809745,2588,2017-03-09 11:58:23,14101,2,,5
2082523,369744,2016-04-23 11:42:41,10290,1,,1
3444820,486124,2017-01-31 06:20:22,67925,3,1.0,7
2581193,77928,2016-11-29 08:09:50,63413,3,11.0,7
1318301,329226,2017-02-13 18:01:27,62992,3,,7
1407385,61801,2017-01-15 15:33:20,17582,3,6.0,7
3294728,33850,2016-04-10 16:05:34,16459,3,,7
315388,381722,2016-12-13 13:50:46,51911,2,,5
2922596,280134,2016-12-05 12:29:17,16631,3,,7
3523090,502615,2017-11-16 12:54:45,53173,3,,7
2519787,264487,2016-03-07 12:52:36,64400,3,11.0,7
1958678,228765,2017-07-19 07:31:03,43103,3,,1
1925888,280792,2017-11-12 17:18:25,55019,3,,3
1337773,314824,2017-08-31 07:44:00,64922,3,,7
2045674,135516,2017-05-19 16:50:48,47380,3,,7
3365871,84425,2016-02-16 06:35:50,24728,3,11.0,7
1023917,254535,2016-06-26 19:18:13,65559,3,,4
2373966,77504,2017-07-31 16:57:43,55124,3,,7
1933527,324119,2016-07-20 13:06:25,14507,3,,3
1683221,328586,2017-05-02 10:06:05,24051,3,,5
3588520,49064,2016-12-02 04:54:40,1854,3,,4
3442622,154643,2016-07-14 10:35:49,16886,3,,7
2643066,407213,2016-08-20 17:28:05,12808,3,8.0,1
3193011,355150,2017-10-29 04:55:34,50720,3,,8
1818770,140872,2017-04-09 18:02:48,33075,1,,3
2993243,299184,2017-05-13 19:44:00,44234,3,,7
2332872,253737,2017-05-01 19:19:28,20360,3,,3
2965262,458712,2017-09-18 20:34:13,9586,3,,3
2752040,2644,2017-10-02 18:10:02,68575,2,,8
662632,194125,2017-05-17 14:05:38,61655,3,2.0,7
873303,414775,2016-12-27 06:52:33,41628,3,,8
802021,379530,2017-06-26 17:04:23,43316,3,,3
2722860,281448,2016-11-27 18:24:36,50993,3,,8
1181459,431130,2017-03-28 20:20:23,4663,3,,8
3018697,2435,2016-04-02 13:39:28,53753,2,,4
3714890,334552,2016-06-11 09:46:39,49999,3,,9
1593329,179234,2016-01-07 05:54:06,10906,3,,7
3371146,153996,2016-05-20 17:47:28,48875,3,,7
1603263,101293,2017-05-28 13:47:54,57260,3,,7
2670767,138109,2017-04-13 11:57:02,11105,3,,7
916908,255125,2017-04-28 08:55:28,21353,2,,5
1436529,50741,2017-10-05 20:17:55,42092,2,1.0,1
3076136,356265,2016-10-14 18:47:46,40029,2,,7
2676435,489951,2016-06-17 16:03:44,79,3,2.0,7
1492412,364442,2016-08-28 06:25:22,29954,2,,4
1707923,458752,2017-06-25 13:41:06,44177,3,,9
296762,385738,2017-04-23 10:36:04,5442,3,,1
1214101,255997,2016-12-22 07:35:25,47472,2,,1
984578,452551,2017-03-05 12:49:36,6398,3,,3
127945,458436,2017-12-01 12:36:28,3346,3,,4
2801648,435039,2017-08-13 15:58:58,41005,3,,4
3666769,157327,2016-09-08 21:24:28,26083,3,,7
1920982,188706,2016-03-30 15:51:42,47485,3,11.0,7
2710798,482671,2016-12-13 18:03:10,39376,3,,3
2688137,410734,2016-02-23 16:50:49,55611,3,,9
3351861,31099,2016-03-22 06:30:09,57192,3,,3
1409549,59724,2016-12-24 22:37:35,29021,3,,3
2850762,89259,2016-04-23 22:28:57,7282,3,4.0,7
3615072,222889,2017-01-22 20:24:54,28663,3,,7
1769309,253833,2017-09-07 13:47:35,16721,3,,4
2838995,25520,2017-02-05 16:53:09,52334,3,,4
2721830,169288,2016-06-12 19:46:29,53819,3,,8
210379,334291,2016-01-18 08:01:21,56631,3,,6
1053632,9814,2016-11-10 07:57:25,62317,3,,9
811152,121877,2017-06-09 10:01:27,11000,3,,9
3568676,78489,2017-09-23 07:31:44,1077,3,,8
3493487,232901,2016-11-30 06:34:04,59379,3,,7
694347,177555,2017-06-18 16:01:59,41735,2,5.0,7
1645498,331390,2016-08-27 08:12:41,61336,2,1.0,1
498459,245746,2017-02-21 12:41:45,14574,3,,3
2849407,52658,2017-01-19 12:37:36,16057,3,,7
1595848,25377,2017-02-26 09:17:23,34536,3,,3
399611,144752,2016-02-29 19:27:42,27752,3,,8
134873,464322,2016-02-28 09:56:22,17730,3,,7
3595088,328623,2017-06-10 20:08:08,54503,3,,8
582958,35,2017-06-07 13:37:45,12569,3,,5
2837781,180046,2017-02-26 21:03:01,26242,3,11.0,7
3595742,458486,2017-09-15 11:04:11,34715,3,,4
2087962,381671,2016-08-17 16:24:34,62897,2,1.0,7
173603,103886,2017-01-03 17:08:59,31081,2,,1
2975874,86893,2016-05-22 01:11:13,27850,3,,3
3207410,206058,2017-10-19 07:31:19,9357,3,7.0,7
2830409,413589,2016-11-29 12:58:39,15908,3,,7
3157828,280019,2017-10-17 07:18:32,4276,3,2.0,7
1552461,381000,2017-12-27 15:30:12,10678,3,,6
3349605,252910,2016-08-25 11:07:30,7820,3,,7
1205765,382100,2016-01-20 17:56:44,69664,2,1.0,7
1355213,77134,2017-10-13 04:19:48,10785,2,4.0,7
865021,111507,2017-12-09 12:59:50,69283,3,,9
698500,481464,2017-07-22 04:34:38,3407,2,,1
225957,52557,2017-11-07 08:30:13,19486,3,6.0,7
1361012,140910,2017-07-24 20:36:46,66333,1,2.0,7
2323337,180155,2016-10-16 20:08:18,21191,3,9.0,4
1829858,381709,2016-09-24 06:50:12,70994,2,,2
2619836,356363,2017-03-12 06:27:47,29105,2,6.0,7
2969079,154652,2017-11-21 07:08:20,4916,3,,8
1190764,362541,2016-04-29 06:47:20,46588,3,,7
1148512,77900,2016-06-27 19:54:27,58238,3,,7
1019344,189180,2016-10-17 10:05:13,39400,3,,3
1577852,317305,2017-12-21 05:53:04,36590,2,,7
2461888,27621,2016-08-20 18:18:44,62653,2,,4
1900160,295066,2016-11-28 18:18:39,20383,3,,7
3278609,2075,2016-02-11 14:31:17,58582,3,,8
659796,162950,2017-04-22 13:32:10,65897,3,,3
341450,258354,2016-07-25 07:26:27,57128,3,1.0,5
1169915,308857,2017-11-17 09:21:39,25136,3,,8
2753829,480999,2017-05-12 17:12:57,177,2,,7
604052,431236,2017-06-05 19:13:41,26030,3,,5
1004185,103292,2016-11-09 17:39:31,55342,3,,7
499575,296250,2016-12-28 14:38:54,9356,3,,9
2076113,177829,2016-09-28 17:28:35,67872,2,,4
1823174,181200,2016-11-21 19:39:23,26948,2,,7
2722000,54373,2017-02-06 06:32:19,10968,3,4.0,7
2604885,343098,2017-07-22 13:36:39,57767,1,,5
2455486,480775,2017-08-26 09:39:20,61759,2,,7
3250900,155070,2016-02-20 17:11:12,46778,3,11.0,10
1642868,356737,2016-11-19 04:52:10,2296,2,,2
2195925,305720,2017-08-12 18:42:33,36581,3,,7
3192198,429957,2016-03-23 09:29:09,470,3,,3
3517770,31600,2016-03-31 17:12:03,34909,3,,7
3504826,414086,2016-04-27 07:17:27,43995,3,,8
3260548,132449,2016-01-09 07:17:33,261,3,,4
3264632,74182,2016-05-30 10:58:23,37554,3,,7
390737,755,2016-05-26 11:28:01,43139,3,,3
2330674,179950,2016-11-03 11:57:54,56612,3,,4
2843738,354183,2016-08-02 18:39:30,11424,3,,3
1765834,126975,2016-10-29 20:07:51,38666,3,,8
3631879,391822,2016-04-22 18:29:01,41821,3,,3
1569154,229389,2016-03-25 15:47:57,56094,3,,7
1075625,51219,2017-10-14 16:05:57,6942,2,,1
3669063,384930,2016-11-12 09:36:02,44640,3,,4
1805412,381719,2017-08-21 17:07:17,11824,2,,7
257539,127120,2017-08-08 17:51:23,5129,3,,7
3437335,391703,2016-11-03 17:37:08,38829,3,,7
637847,1252,2016-05-15 13:53:38,11802,3,,3
2146145,78963,2016-12-26 15:33:42,43120,3,,4
301695,393923,2016-08-17 18:30:01,3844,1,2.0,1
703975,317802,2016-03-03 16:08:17,59276,1,,1
186694,104280,2017-04-09 07:23:57,69845,2,,7
2425868,484256,2016-06-20 15:10:25,50656,3,,3
1696111,431557,2016-05-08 07:39:21,44471,3,,9
827264,205382,2016-02-13 06:46:59,13048,3,,7
1081228,419290,2017-08-30 20:24:18,70064,1,8.0,3
1618356,465817,2017-09-06 06:09:24,66575,2,,8
31362,205681,2017-09-09 13:41:36,455,3,,1
2852407,186968,2016-03-13 20:03:51,6357,3,,8
836405,423790,2016-09-11 16:43:34,70643,3,,3
1696066,483233,2016-12-22 20:50:28,35357,3,,3
2523867,457114,2016-11-19 14:22:17,41016,3,,8
393639,486800,2017-08-23 12:00:03,69337,3,,8
2074473,413950,2017-12-12 07:52:04,36634,3,,8
1711527,79318,2016-05-07 08:05:46,47247,3,,7
2891582,229065,2016-10-20 18:41:45,32559,3,,8
1164776,406331,2017-01-28 18:49:41,34375,3,,7
272304,295093,2016-02-01 15:52:25,54062,3,4.0,7
2299190,163483,2017-02-20 12:08:20,49910,3,,7
415077,405426,2016-05-01 20:07:30,61868,2,,7
3724036,457333,2017-10-08 12:50:13,46429,3,,7
2501135,128074,2016-11-23 06:03:57,17208,3,,1
3280451,25398,2016-10-24 18:22:15,23459,3,,7
565549,75747,2016-05-25 07:55:03,8865,2,,8
2867650,360032,2016-05-05 11:02:55,45719,3,,7
2869675,341724,2017-02-26 12:23:47,16439,3,,7
2142289,225,2016-05-08 20:35:02,54755,3,,1
703243,50972,2017-10-28 13:35:13,62396,2,,9
2956396,492906,2016-05-11 12:10:47,23048,3,,7
1740627,6822,2016-04-03 13:08:43,62838,3,,7
712644,14410,2016-11-09 09:27:36,30647,1,,7
3456749,153528,2017-11-27 07:28:24,3577,3,,3
3613901,60427,2016-01-30 16:35:06,34130,3,,7
2421030,229308,2017-02-25 13:27:49,713,3,,7
2933496,131691,2016-07-13 06:55:26,27079,3,,9
1188743,208038,2017-05-08 12:59:23,33270,3,,3
632579,261725,2016-08-06 05:48:02,57467,3,,9
145545,50855,2016-08-11 13:07:11,70559,2,,7
1424310,126548,2017-08-25 10:18:35,18449,3,,7
2430099,107735,2016-01-05 11:00:56,50170,3,,9
3282567,66852,2017-03-14 11:52:29,50245,3,4.0,7
2339549,311924,2016-07-31 23:07:58,10854,3,2.0,7
157780,191266,2017-02-19 16:04:29,45755,1,1.0,7
2168492,85452,2017-03-05 12:24:04,68582,3,,3
248539,157065,2016-02-26 16:12:21,22556,3,,3
3382764,97050,2017-04-19 07:43:50,23965,3,,7
2177858,357076,2017-01-21 11:09:01,26178,2,,8
3539957,354043,2016-12-15 18:01:38,42982,3,,9
3505187,458274,2016-09-24 05:33:50,67830,3,1.0,7
2852632,457626,2017-04-02 05:44:56,66209,3,1.0,7
2425060,152544,2017-09-17 07:31:07,158,2,,4
448601,429749,2017-11-23 17:24:29,17791,3,,1
3449216,26994,2016-10-16 11:53:18,55451,3,,7
1804481,231729,2017-04-22 23:02:24,63136,2,1.0,7
2078175,2447,2017-05-20 08:23:09,46337,2,,7
2203181,198736,2016-12-01 10:33:14,71098,3,,4
2520130,379313,2017-11-21 13:14:19,27720,3,,8
226930,271144,2016-11-30 11:25:37,30055,3,,3
2375903,229130,2016-01-28 13:50:06,15625,3,,7
2926295,59993,2017-12-05 07:32:42,7028,3,8.0,3
363145,252821,2016-11-13 15:40:08,36373,3,,7
3470437,44810,2017-12-04 19:42:41,58559,3,,9
2374717,200483,2016-04-01 04:26:27,58278,3,1.0,7
902468,50795,2016-06-23 09:10:26,67145,2,,1
3720356,132476,2016-02-29 07:46:49,64377,3,,8
1049299,140007,2016-06-08 10:41:34,63157,3,11.0,7
2964955,59329,2016-08-12 04:41:55,60214,3,11.0,7
1916516,126538,2017-10-02 08:52:25,42439,3,2.0,7
418674,141011,2016-10-21 19:19:42,43883,1,,1
3020169,330877,2016-08-27 05:17:12,46539,2,,9
2321242,338638,2017-11-25 11:08:45,16366,3,,7
1562573,43140,2016-11-25 21:04:22,55562,3,,4
1920155,196534,2016-12-06 07:27:54,44269,3,,7
3328599,328935,2016-06-19 18:13:30,23563,3,,4
3540584,489822,2017-05-06 15:27:47,34271,3,,9
1774388,356393,2016-08-25 08:53:17,29713,2,,4
2976670,407364,2016-11-21 15:51:21,12940,3,,7
1955928,51596,2017-10-03 05:48:22,44660,2,,9
2441342,78553,2017-02-19 08:20:25,12469,3,,3
2398426,208321,2017-12-21 15:54:07,46169,3,,3
3532545,168519,2017-12-18 09:56:07,45213,3,,7
2637552,229711,2016-03-05 18:12:01,41699,2,,7
1941579,76271,2017-01-22 20:20:41,52555,2,,8
3383127,178695,2017-06-23 13:46:09,54182,3,,7
176708,27039,2016-02-24 05:32:43,12668,3,,1
1408314,135393,2016-08-17 10:10:51,65228,3,,7
3080297,354566,2016-08-29 23:06:45,6688,3,,1
568287,368635,2017-12-27 10:24:19,64253,1,,8
797462,353898,2016-10-16 11:17:29,11045,3,,7
2506562,353810,2016-02-08 20:50:21,10678,3,,6
2076441,432494,2017-11-17 13:40:02,3887,2,,3
3624315,353998,2016-03-20 15:04:55,63259,3,,3
1174004,101191,2016-10-02 18:59:12,55091,3,,7
12600,455903,2016-03-04 14:14:22,7440,2,11.0,10
294685,253754,2017-08-30 14:36:42,48516,3,,5
1951053,90232,2016-01-10 10:33:18,70894,1,1.0,1
682467,142892,2016-03-01 16:00:55,40719,3,,3
530589,205067,2016-06-20 15:56:49,47833,3,,7
3022097,151801,2016-08-13 09:28:45,2083,2,,4
2562143,244491,2016-12-04 11:31:17,25265,3,,9
541251,1267,2017-05-18 18:29:37,20467,3,,9
3520605,465121,2016-11-24 06:37:44,6425,3,,7
2997452,17733,2017-05-10 13:35:48,53625,3,8.0,8
3457615,468229,2016-12-14 06:05:21,20092,3,4.0,7
2921367,328986,2016-10-11 12:22:19,56310,3,,7
3181260,154943,2016-12-26 20:34:19,54409,3,,4
421160,66392,2017-12-31 17:24:52,61121,1,,3
650553,128925,2017-12-17 18:30:07,232,2,,6
211965,128656,2017-02-08 16:37:02,42902,3,,6
355137,53734,2017-09-03 10:03:55,63446,3,,3
2973370,281237,2017-02-09 12:35:41,17177,3,,8
2218961,103617,2016-07-09 16:14:14,67508,2,1.0,7
1782211,379807,2016-11-22 13:30:05,7421,3,,3
2060720,236127,2017-03-12 13:44:05,32129,3,,7
91078,337888,2016-10-24 18:21:25,9326,3,,7
218761,103437,2017-11-10 18:47:47,44834,2,,7
2658197,155207,2017-08-17 08:42:47,57423,3,,1
3042901,432498,2016-12-28 07:39:22,33228,2,,5
1481702,140961,2016-07-10 11:36:52,20384,1,,1
2232113,318313,2017-10-21 07:49:29,50217,1,,3
803576,486430,2017-12-12 09:09:35,67361,3,,8
3650982,258602,2017-03-11 14:16:58,11326,3,,3
2164104,170084,2017-03-19 21:48:47,25131,3,,4
3353889,46265,2017-12-11 11:32:10,39374,3,,3
2953586,455414,2017-11-19 05:49:21,64527,2,,8
3604766,421690,2016-03-24 09:14:11,45958,3,,7
2879033,238840,2017-04-27 15:50:06,30394,3,4.0,7
694171,27606,2016-01-11 12:18:05,10148,2,,8
1353827,278533,2016-08-01 13:22:39,67468,2,,7
215948,230,2016-12-31 11:54:06,20345,3,,1
49249,281025,2017-03-07 16:45:07,47047,3,,5
1005162,312999,2016-05-14 05:29:50,6100,3,,7
2732688,50653,2017-08-26 12:29:23,26029,2,,7
2592859,29217,2017-01-15 10:07:17,63632,2,,8
698063,202982,2016-12-31 09:03:52,64178,2,,5
753058,57192,2017-09-01 02:18:28,40111,3,,1
2189699,253491,2017-05-01 21:16:47,31208,3,,7
2957974,127010,2017-07-01 08:55:15,17717,3,,7
3187205,154407,2017-06-25 12:50:55,45828,3,,3
3293621,458401,2016-05-18 10:23:13,36068,3,,4
3218503,52272,2016-08-27 17:37:53,67212,3,,7
192197,180128,2016-09-06 13:45:52,27197,3,,5
3098699,87364,2016-09-21 10:32:39,59395,3,,7
3283753,492834,2017-07-17 18:23:02,413,3,,9
3575722,356563,2016-03-06 15:17:40,70353,2,,4
1768839,453065,2017-12-30 15:54:27,48462,3,,7
60951,2494,2017-12-15 19:54:13,8202,2,1.0,1
363198,434965,2017-11-06 19:50:25,15351,3,,9
2467459,365141,2017-01-04 07:09:05,10284,2,4.0,7
3128677,458076,2016-10-16 11:09:01,3086,3,,7
1106799,28720,2016-01-30 09:47:31,4215,2,1.0,1
2342770,153922,2017-07-10 08:20:30,5751,3,,8
2751639,465785,2016-12-07 15:51:45,4915,2,6.0,7
521277,380989,2016-04-18 17:26:54,22319,3,,7
313981,103735,2016-09-18 03:20:18,1799,2,,1
2096467,25277,2016-10-25 15:34:17,56209,3,6.0,1
269296,457062,2017-04-09 12:07:07,21537,3,,4
1418579,157267,2017-12-09 13:17:15,38083,3,4.0,7
954190,334616,2017-07-07 15:44:05,48019,3,,7
1820580,64907,2017-05-10 11:23:12,38792,1,,9
195183,458855,2016-12-04 11:59:31,39219,3,,5
249098,115025,2017-09-25 08:07:47,23612,3,6.0,7
117940,140046,2016-01-10 09:12:36,66888,3,,9
875743,2365,2016-09-25 05:51:35,25073,2,,9
2695473,101220,2017-03-09 11:26:47,68924,3,,8
1850974,317881,2017-09-26 12:40:12,66733,1,,1
3519153,328750,2017-08-22 13:05:25,5000,3,1.0,7
3040148,356508,2016-11-22 05:26:59,64542,2,,4
3416338,302187,2016-03-16 00:52:42,64246,3,4.0,7
2164855,68412,2016-01-31 11:11:33,18649,3,,3
2050021,484086,2017-05-24 20:37:22,59787,3,,3
1042781,205954,2016-02-24 08:31:06,6655,3,,8
867842,56659,2017-11-15 16:51:58,38805,3,,3
2971367,153947,2016-02-15 17:18:11,63333,3,,8
293708,419824,2017-12-01 14:11:49,62384,1,,4
3571036,81055,2016-08-28 17:09:39,65635,3,,3
784806,266431,2017-04-02 07:49:00,40618,3,2.0,7
2331283,483875,2017-06-09 08:37:46,57266,3,,7
861362,482342,2017-02-11 01:06:15,28417,3,2.0,7
135187,483895,2017-12-09 17:38:57,4816,3,,9
539461,381429,2016-01-24 10:24:49,9659,3,,7
480248,178652,2017-01-08 23:03:56,10456,3,,6
2069612,380384,2017-06-23 06:42:07,44847,3,2.0,7
2424218,356192,2017-03-26 21:39:09,33674,2,11.0,7
3337834,132642,2016-12-05 17:41:01,23564,3,,7
384853,132429,2017-09-20 08:22:28,26695,3,,7
1284938,336956,2017-05-22 06:31:27,33923,3,,7
3429659,57031,2016-11-25 18:32:39,1133,3,,8
3087045,354969,2016-11-25 11:28:09,30302,3,,5
2046935,279921,2017-08-01 07:11:33,19747,3,,8
3068138,232823,2017-02-20 19:29:05,66022,3,,5
538959,135842,2016-10-02 20:32:27,64523,3,1.0,7
1558384,329934,2017-02-28 20:07:24,30955,3,,9
931273,75918,2016-10-16 08:33:39,66699,2,,5
2623595,128942,2016-11-05 17:23:47,64798,2,,5
2524171,163864,2017-06-20 06:55:10,19228,3,,7
590265,202444,2016-08-01 17:42:37,25433,2,,1
2176261,434291,2017-01-19 08:29:51,64739,2,,6
131855,77653,2016-08-21 10:49:38,60952,3,,7
114192,218791,2016-02-01 08:39:56,54872,3,,8
882095,116128,2016-09-18 10:51:38,46117,1,,9
840659,316766,2017-08-14 12:11:15,61619,3,,3
2006967,53955,2017-08-06 15:17:41,27675,3,,6
1684718,117512,2017-05-12 13:01:19,53483,3,,5
1950223,432663,2017-11-05 22:03:34,54833,2,,3
3460689,101128,2016-11-29 13:31:05,37702,3,,4
2271777,481312,2017-08-24 00:04:10,45842,2,,8
1908471,154634,2017-12-23 21:03:33,30485,3,,4
1990083,406654,2017-09-12 05:52:30,39,3,1.0,1
497819,215764,2016-04-16 13:23:04,69456,3,4.0,7
1922122,458464,2016-10-17 10:00:44,8905,3,,8
1234413,151947,2017-10-15 19:46:40,30881,2,,1
1966754,332283,2017-11-06 19:12:00,63507,2,4.0,1
3505008,461233,2017-09-05 17:40:42,4510,3,,9
378419,105986,2016-11-12 17:21:23,4684,2,2.0,7
3479702,312643,2017-06-08 09:16:19,46388,3,,7
3679256,429420,2016-12-09 02:19:51,62061,3,8.0,8
3352201,157716,2017-11-26 18:18:31,4509,3,,8
2300944,354265,2017-01-04 14:51:24,227,3,,7
3309766,438630,2017-06-27 17:07:10,83,3,,7
1420573,219702,2016-12-03 07:54:48,8097,3,7.0,7
2297198,8804,2017-11-07 09:25:53,28604,3,,3
742443,380869,2016-11-28 08:09:06,17639,3,,1
